size, customer, years_trading, years_customer, turn_over, bop, credit_rating, employees, corporate_family, country, 	market, period, abc, ly_spend, budget_spend, curr_period_fc, last_period, curr_period_ly, weather_fc, make_budget_lp, make_budget_ply, make_budget, probability
VS,4711,10,1,68442,100, ccc,1,n,denmark,pitched,10,c,59545,4963,3970,4367,4367,l-snow,y,n,0,0.99999976
S,4712,5,1,205596,84, b,2,n,sweden,flat,10,c,154197,12850,12850,10537,10666,fine,n,n,1,1.0
VS,4713,14,2,99895,21, b,1,n,sweden,pitched,10,c,54943,4579,4579,2977,3618,fine,y,n,0,1.0
S,4714,18,0,101243,34, ccc,1,n,finland,flat,10,c,98206,8184,6548,5893,5729,l-snow,y,n,0,1.0
VS,4715,12,4,58963,39, cc,1,n,denmark,pitched,10,c,53067,4423,3538,2742,3008,l-snow,y,y,0,1.0
S,4716,12,10,157656,62, cc,1,n,uk,flat,10,a,115089,9591,7673,7002,5755,l-rain,y,y,0,1.0
VS,4717,19,16,51253,78, c,1,n,denmark,pitched,10,c,33315,2777,2221,1888,2333,l-snow,y,y,0,1.0
S,4718,12,12,201482,45, ccc,2,n,norway,flat,10,c,191408,15951,7976,13240,10209,rain,y,y,0,1.0
VS,4719,17,2,58791,34, d,1,n,uk,pitched,10,c,37039,3087,2470,1945,2686,l-rain,n,n,0,1.0
S,4720,8,2,168092,95, d,1,n,finland,pitched,10,c,87408,7284,5828,6775,6775,l-snow,y,y,1,1.0
VS,4721,3,1,69995,21, b,1,n,finland,flat,10,c,35698,2975,2380,2291,2380,l-snow,y,n,0,1.0
S,4722,6,0,180420,54, cc,1,n,norway,flat,10,c,146141,12179,6090,11692,11205,rain,y,n,0,1.0
VS,4723,4,2,74808,44, dd,1,n,denmark,pitched,10,c,41145,3429,2743,3361,2572,l-snow,y,y,0,1.0
S,4724,5,1,238670,54, dd,2,n,denmark,flat,10,c,124109,10343,8274,9205,7861,l-snow,y,y,0,1.0
VS,4725,20,15,50266,78, d,1,n,denmark,pitched,10,c,30663,2556,2045,1712,1636,l-snow,y,y,0,1.0
S,4726,8,0,244527,44, cc,2,n,sweden,pitched,10,c,207848,17321,17321,15936,16802,fine,y,n,1,1.0
VS,4727,8,2,69201,82, dd,1,n,uk,pitched,10,b,44289,3691,2953,2436,2252,l-rain,n,y,0,1.0
S,4728,16,15,114656,90, d,1,n,finland,flat,10,c,112363,9364,7491,9083,8521,l-snow,n,n,0,0.99999976
VS,4729,18,0,95700,69, b,1,n,denmark,pitched,10,c,57420,4785,3828,4068,4211,l-snow,n,n,0,1.0
S,4730,20,10,148419,36, ddd,1,n,sweden,flat,10,c,115767,9648,9648,5982,6271,fine,y,y,0,1.0
VS,4731,7,5,89214,52, cc,1,n,norway,flat,10,c,84754,7063,3532,4521,5439,rain,y,y,0,1.0
S,4732,14,11,138903,61, c,1,n,denmark,flat,10,a,94455,7872,6297,6770,7872,l-snow,y,n,0,1.0
VS,4733,3,3,60660,91, ccc,1,n,uk,pitched,10,b,57627,4803,3842,3170,4226,l-rain,y,y,0,1.0
S,4734,13,4,249583,88, cc,2,n,uk,flat,10,c,159734,13312,10649,8120,8253,l-rain,y,y,0,1.0
VS,4735,8,8,87005,31, ccc,1,n,norway,flat,10,a,47853,3988,1994,2912,3231,rain,y,y,0,1.0
S,4736,20,10,154392,40, ddd,1,n,uk,pitched,10,c,100355,8363,6691,6440,5520,l-rain,n,n,0,1.0
VS,4737,17,5,55071,83, ddd,1,n,denmark,flat,10,c,35246,2938,2350,1822,2908,l-snow,y,n,0,1.0
S,4738,7,2,227253,37, c,2,n,norway,flat,10,a,177258,14772,7386,11818,14772,rain,n,n,0,1.0
VS,4739,6,5,54443,14, c,1,n,finland,pitched,10,c,27766,2314,1852,1504,2129,l-snow,y,n,0,1.0
S,4740,8,7,220616,32, d,2,n,sweden,flat,10,c,196349,16363,16363,10309,12763,fine,n,y,0,1.0
VS,4741,4,2,68510,15, c,1,n,norway,pitched,10,c,43847,3654,1827,3362,3435,rain,y,y,0,1.0
S,4742,19,3,231845,13, ddd,2,n,uk,pitched,10,b,159974,13332,10665,12398,10265,l-rain,y,n,0,1.0
VS,4743,17,15,56887,67, ddd,1,n,uk,pitched,10,c,48923,4077,3262,3017,3466,l-rain,y,y,0,1.0
S,4744,12,10,159878,95, ccc,1,n,norway,flat,10,c,134298,11192,5596,7835,9066,rain,n,n,0,1.0
VS,4745,2,1,91224,20, cc,1,n,norway,flat,10,b,71155,5930,2965,5337,3855,rain,y,n,0,1.0
S,4746,6,1,171770,8, c,1,n,uk,flat,10,a,128828,10736,8589,8267,9448,l-rain,n,n,0,1.0
VS,4747,14,1,58812,43, c,1,n,sweden,flat,10,c,44109,3676,3676,2426,3015,fine,n,n,0,1.0
S,4748,16,3,206758,74, b,2,n,denmark,pitched,10,c,136461,11372,9098,10349,8416,l-snow,y,y,0,0.99978644
VS,4749,4,0,99292,73, dd,1,n,denmark,pitched,10,c,72484,6041,4833,5256,5195,l-snow,y,y,0,1.0
S,4750,16,15,249923,9, dd,2,n,sweden,flat,10,c,149954,12497,12497,10872,9123,fine,y,y,1,1.0
VS,4751,7,1,96613,75, cc,1,n,uk,flat,10,c,75359,6280,5024,4271,3894,l-rain,y,y,0,1.0
S,4752,12,7,175705,27, b,1,n,sweden,flat,10,b,142322,11861,11861,11861,11386,fine,y,n,1,1.0
VS,4753,19,18,93596,85, dd,1,n,norway,flat,10,c,66454,5538,2769,5538,4098,rain,n,n,0,1.0
S,4754,9,5,177936,17, ddd,1,n,norway,pitched,10,c,169040,14087,7044,14087,11692,rain,y,y,0,1.0
VS,4755,11,7,56448,26, d,1,n,uk,flat,10,a,54191,4516,3613,2845,4336,l-rain,n,y,0,1.0
S,4756,18,0,142835,27, cc,1,n,uk,flat,10,c,71418,5952,4762,4524,4881,l-rain,n,y,0,1.0
VS,4757,14,7,95056,38, c,1,n,finland,pitched,10,b,65589,5466,4373,4428,3717,l-snow,n,y,0,1.0
S,4758,11,2,199332,95, b,1,n,sweden,flat,10,a,187373,15615,15615,9369,10931,fine,y,n,0,1.0
VS,4759,2,1,73777,83, c,1,n,denmark,flat,10,c,56071,4673,3739,3505,4346,l-snow,y,y,0,1.0
S,4760,7,3,120304,71, b,1,n,norway,flat,10,b,84213,7018,3509,6808,6457,rain,n,n,0,1.0
VS,4761,18,15,69946,21, c,1,n,denmark,flat,10,c,49662,4139,3311,3394,3353,l-snow,y,n,0,1.0
S,4762,15,2,214463,8, b,2,n,uk,pitched,10,c,137257,11439,9151,7206,11439,l-rain,y,y,0,1.0
VS,4763,16,8,51726,10, b,1,n,norway,flat,10,c,28967,2414,1207,1763,1497,rain,y,y,0,1.0
S,4764,6,0,151580,99, dd,1,n,uk,flat,10,a,109138,9095,7276,5639,9095,l-rain,y,y,0,1.0
VS,4765,10,7,97767,76, ccc,1,n,finland,flat,10,c,94834,7903,6323,4900,6955,l-snow,y,y,0,1.0
S,4766,14,11,116340,48, d,1,n,finland,flat,10,c,101216,8435,6748,5736,6073,l-snow,n,n,0,1.0
VS,4767,18,9,96973,41, c,1,n,denmark,pitched,10,c,52366,4364,3492,3710,3099,l-snow,y,y,0,1.0
S,4768,16,16,187375,12, ddd,1,n,finland,pitched,10,c,151774,12648,10119,12522,8348,l-snow,y,y,1,1.0
VS,4769,8,5,54602,22, b,1,n,sweden,flat,10,c,32762,2731,2731,2348,2594,fine,y,n,1,1.0
S,4770,9,6,143032,66, ccc,1,n,finland,pitched,10,c,78668,6556,5245,5901,4262,l-snow,n,n,0,1.0
VS,4771,5,2,60063,57, b,1,n,uk,pitched,10,c,48652,4055,3244,3163,3406,l-rain,n,n,0,1.0
S,4772,5,2,230160,6, b,2,n,sweden,flat,10,a,191033,15920,15920,12418,13850,fine,y,y,1,1.0
VS,4773,4,4,91254,19, b,1,n,uk,flat,10,a,62966,5248,4198,3936,3516,l-rain,y,n,0,1.0
S,4774,18,13,161323,58, cc,1,n,norway,flat,10,c,154871,12906,6453,7744,10712,rain,n,n,0,1.0
VS,4775,2,2,85677,43, c,1,n,sweden,flat,10,b,77967,6498,6498,3899,6433,fine,n,y,0,1.0
S,4776,20,14,230162,63, ddd,2,n,finland,flat,10,c,218654,18222,14577,11115,14760,l-snow,n,y,0,1.0
VS,4777,19,12,60831,50, c,1,n,uk,pitched,10,c,45015,3752,3001,3339,2289,l-rain,n,n,0,1.0
S,4778,18,14,103418,54, cc,1,n,denmark,pitched,10,b,98248,8188,6550,5404,6223,l-snow,y,y,0,1.0
VS,4779,10,1,55008,90, ddd,1,n,uk,pitched,10,b,28605,2384,1907,2027,1502,l-rain,y,y,0,1.0
S,4780,16,4,134701,84, b,1,n,finland,pitched,10,c,115843,9654,7723,7337,7530,l-snow,n,y,0,1.0
VS,4781,7,4,94700,43, cc,1,n,norway,flat,10,c,58714,4893,2447,4208,3474,rain,n,y,0,1.0
S,4782,9,1,245003,31, c,2,n,denmark,flat,10,c,240103,20009,16007,19609,18008,l-snow,y,y,0,0.99998534
VS,4783,8,7,61034,5, d,1,n,denmark,pitched,10,a,55541,4629,3703,2870,2916,l-snow,n,y,0,1.0
S,4784,8,4,229510,58, b,2,n,uk,pitched,10,b,183608,15301,12241,9334,10558,l-rain,y,y,0,1.0
VS,4785,8,0,86775,23, d,1,n,sweden,pitched,10,a,48594,4050,4050,2592,3483,fine,n,y,0,1.0
S,4786,11,5,192620,97, ddd,1,n,uk,flat,10,a,173358,14447,11558,12858,13869,l-rain,n,y,0,1.0
VS,4787,14,8,57197,34, ddd,1,n,norway,pitched,10,c,30887,2574,1287,2214,2240,rain,n,y,0,1.0
S,4788,8,2,173958,56, b,1,n,denmark,pitched,10,c,156563,13047,10438,10960,12917,l-snow,n,n,0,1.0
VS,4789,7,4,73706,50, b,1,n,norway,flat,10,c,37591,3133,1567,2663,2193,rain,n,y,0,1.0
S,4790,10,2,233928,53, ccc,2,n,norway,flat,10,c,198839,16570,8285,15079,14748,rain,y,y,0,1.0
VS,4791,1,1,95300,41, b,1,n,denmark,pitched,10,c,53368,4448,3558,3158,3336,l-snow,n,n,0,1.0
S,4792,6,3,241021,62, d,2,n,finland,flat,10,c,202458,16872,13498,11304,12654,l-snow,y,y,0,1.0
VS,4793,3,0,57446,34, c,1,n,norway,pitched,10,a,56298,4692,2346,4317,3003,rain,y,y,0,1.0
S,4794,12,0,196295,50, ddd,1,n,norway,pitched,10,b,107963,8997,4499,8817,6208,rain,y,y,0,1.0
VS,4795,4,4,89612,41, ccc,1,n,finland,pitched,10,b,63625,5303,4242,5037,3447,l-snow,y,y,0,1.0
S,4796,14,4,156973,68, b,1,n,norway,pitched,10,c,81626,6803,3402,5238,4694,rain,y,y,0,1.0
VS,4797,6,2,92023,84, ccc,1,n,finland,flat,10,c,51533,4295,3436,2620,4037,l-snow,y,y,0,1.0
S,4798,14,11,194218,74, ccc,1,n,denmark,pitched,10,c,110705,9226,7381,7658,9134,l-snow,y,n,0,1.0
VS,4799,6,3,77354,99, b,1,n,finland,flat,10,b,41772,3481,2785,3168,2124,l-snow,y,n,0,1.0
S,4800,6,4,127271,30, d,1,n,uk,pitched,10,c,125999,10500,8400,9975,9765,l-rain,y,y,0,1.0
VS,4801,15,0,54324,47, ccc,1,n,finland,flat,10,c,39114,3260,2608,2021,2804,l-snow,n,n,0,1.0
S,4802,8,1,249150,20, ccc,2,n,finland,flat,10,c,224235,18687,14949,12520,14763,l-snow,n,y,0,1.0
VS,4803,14,14,98277,25, ddd,1,n,uk,flat,10,b,55036,4587,3670,3761,3119,l-rain,y,y,0,1.0
S,4804,15,12,187359,55, ccc,1,n,finland,flat,10,c,172371,14365,11492,11779,11635,l-snow,n,y,0,1.0
VS,4805,7,4,71736,7, ccc,1,n,uk,flat,10,c,51650,4305,3444,2755,3616,l-rain,y,y,0,1.0
S,4806,15,13,139542,27, d,1,n,uk,flat,10,c,113030,9420,7536,8007,5935,l-rain,n,n,0,1.0
VS,4807,5,2,85166,62, b,1,n,denmark,flat,10,c,68133,5678,4543,4486,5054,l-snow,y,y,0,1.0
S,4808,10,5,213979,59, b,2,n,sweden,flat,10,c,156205,13018,13018,10674,12887,fine,n,y,1,0.65555656
VS,4809,2,2,72052,57, ddd,1,n,denmark,flat,10,c,66288,5524,4420,3536,5524,l-snow,y,y,0,1.0
S,4810,16,3,147954,23, dd,1,n,uk,flat,10,b,108007,9001,7201,6391,6841,l-rain,n,y,0,1.0
VS,4811,10,7,89716,54, ccc,1,n,uk,flat,10,c,83436,6953,5563,6953,5563,l-rain,y,n,1,0.9143385
S,4812,16,12,159620,86, b,1,n,denmark,pitched,10,c,129293,10775,8620,9374,8943,l-snow,y,n,0,1.0
VS,4813,10,1,99300,40, ddd,1,n,sweden,flat,10,c,68517,5710,5710,3940,3655,fine,n,y,0,1.0
S,4814,7,6,165267,19, dd,1,n,uk,pitched,10,b,163615,13635,10908,8318,11999,l-rain,y,y,0,1.0
VS,4815,12,8,67970,42, dd,1,n,denmark,flat,10,c,64572,5381,4305,3713,4198,l-snow,y,n,0,1.0
S,4816,16,7,188574,55, c,1,n,norway,pitched,10,c,96173,8015,4008,6091,6733,rain,n,y,0,1.0
VS,4817,4,0,78190,96, b,1,n,sweden,pitched,10,c,63334,5278,5278,4698,4909,fine,y,y,1,1.0
S,4818,11,8,122758,76, d,1,n,norway,flat,10,c,117848,9821,4911,7464,7562,rain,y,y,0,1.0
VS,4819,13,10,71496,44, dd,1,n,sweden,pitched,10,b,50048,4171,4171,3879,2878,fine,y,y,1,1.0
S,4820,20,0,109184,39, dd,1,n,uk,flat,10,c,107001,8917,7134,6510,6421,l-rain,y,y,0,1.0
VS,4821,5,0,55579,16, cc,1,n,denmark,pitched,10,c,38906,3243,2594,2140,2432,l-snow,n,y,0,1.0
S,4822,6,2,138020,58, cc,1,n,denmark,pitched,10,c,85573,7132,5705,6347,5277,l-snow,y,y,0,1.0
VS,4823,1,0,86885,73, c,1,n,finland,pitched,10,b,62558,5214,4171,4901,3493,l-snow,n,y,0,1.0
S,4824,11,10,178381,30, b,1,n,sweden,pitched,10,c,126651,10555,10555,6333,8444,fine,y,y,0,1.0
VS,4825,11,7,81242,93, d,1,n,uk,pitched,10,c,54433,4537,3629,3629,2722,l-rain,n,y,0,1.0
S,4826,18,10,153725,74, dd,1,n,denmark,flat,10,a,149114,12427,9941,8947,9569,l-snow,y,y,0,1.0
VS,4827,19,12,90675,52, ccc,1,n,norway,flat,10,c,59846,4988,2494,3541,3541,rain,n,y,0,1.0
S,4828,6,3,166909,96, ddd,1,n,finland,pitched,10,c,150219,12519,10015,11016,11517,l-snow,y,y,0,1.0
VS,4829,14,13,79509,100, d,1,n,uk,flat,10,c,42140,3512,2810,2178,3091,l-rain,n,y,0,1.0
S,4830,20,8,220126,20, cc,2,n,uk,flat,10,a,134277,11190,8952,9847,9959,l-rain,y,n,0,1.0
VS,4831,4,3,84927,94, ddd,1,n,norway,flat,10,a,69641,5804,2902,4411,5398,rain,y,y,0,1.0
S,4832,6,3,149213,76, cc,1,n,finland,flat,10,c,119371,9948,7959,9451,6367,l-snow,n,y,1,1.0
VS,4833,18,1,84436,99, c,1,n,uk,flat,10,b,60794,5067,4053,4408,3851,l-rain,y,y,0,1.0
S,4834,5,2,213907,69, ccc,2,n,finland,pitched,10,c,194656,16222,12978,12004,11680,l-snow,y,n,0,1.0
VS,4835,14,13,57891,63, ddd,1,n,denmark,pitched,10,c,45155,3763,3011,2973,2484,l-snow,y,y,0,1.0
S,4836,20,17,115089,78, dd,1,n,norway,pitched,10,c,102430,8536,4268,7683,5805,rain,n,y,0,1.0
VS,4837,14,9,62634,33, cc,1,n,norway,flat,10,a,40086,3341,1671,2606,2807,rain,n,y,0,1.0
S,4838,12,2,117279,38, ddd,1,n,uk,flat,10,b,77405,6451,5161,6257,4129,l-rain,n,n,1,0.99996865
VS,4839,6,5,92408,56, ddd,1,n,finland,pitched,10,a,48053,4005,3204,3925,2683,l-snow,n,n,1,0.9951905
S,4840,11,7,151357,14, ccc,1,n,norway,flat,10,a,131681,10974,5487,7901,8340,rain,y,y,0,1.0
VS,4841,14,0,85566,52, dd,1,n,sweden,flat,10,c,65031,5420,5420,4553,3686,fine,y,n,1,1.0
S,4842,14,2,193726,46, b,1,n,denmark,flat,10,c,174354,14530,11624,12060,10462,l-snow,y,y,0,1.0
VS,4843,12,5,74292,32, ccc,1,n,uk,flat,10,b,42347,3529,2824,2753,2541,l-rain,n,y,0,1.0
S,4844,15,10,128802,35, ccc,1,n,norway,pitched,10,c,124938,10412,5206,8017,7393,rain,y,n,0,1.0
VS,4845,1,0,51731,64, b,1,n,denmark,pitched,10,c,50697,4225,3380,2704,3845,l-snow,y,y,0,1.0
S,4846,18,14,110119,24, ccc,1,n,sweden,flat,10,c,107917,8994,8994,6386,6925,fine,n,y,0,1.0
VS,4847,14,8,80012,51, ccc,1,n,sweden,pitched,10,b,43207,3601,3601,3457,2845,fine,n,y,1,1.0
S,4848,13,2,186305,50, dd,1,n,uk,flat,10,c,180716,15060,12048,15060,10241,l-rain,y,n,1,1.0
VS,4849,18,3,64133,25, c,1,n,denmark,flat,10,c,35274,2940,2352,2176,2146,l-snow,n,n,0,1.0
S,4850,17,17,119919,83, c,1,n,uk,pitched,10,b,116322,9694,7755,9403,5817,l-rain,y,n,0,0.9996184
VS,4851,7,2,58596,41, d,1,n,uk,pitched,10,c,48049,4005,3204,3724,3004,l-rain,n,y,1,0.8993868
S,4852,17,17,230630,9, ddd,2,n,finland,pitched,10,a,159135,13262,10609,12466,11803,l-snow,y,y,0,0.9999999
VS,4853,14,6,56401,73, b,1,n,sweden,flat,10,b,38353,3197,3197,1982,2334,fine,y,y,0,1.0
S,4854,8,1,223053,95, b,2,n,denmark,flat,10,a,129371,10781,8625,10458,9811,l-snow,y,n,0,1.0
VS,4855,5,2,99811,40, c,1,n,norway,flat,10,c,86836,7237,3619,6079,4776,rain,y,n,0,1.0
S,4856,10,6,109502,82, b,1,n,denmark,flat,10,b,76652,6388,5111,5430,6133,l-snow,n,y,0,1.0
VS,4857,9,3,82775,8, ddd,1,n,finland,pitched,10,c,79464,6622,5298,5431,4172,l-snow,n,y,0,1.0
S,4858,19,17,134465,81, dd,1,n,denmark,flat,10,c,87403,7284,5827,5536,4735,l-snow,y,y,0,1.0
VS,4859,2,1,67967,67, d,1,n,norway,flat,10,b,40101,3342,1671,2908,2774,rain,y,y,0,1.0
S,4860,17,5,183222,19, b,1,n,norway,pitched,10,c,106269,8856,4428,6377,6819,rain,y,y,0,1.0
VS,4861,20,2,79047,38, d,1,n,finland,pitched,10,b,56914,4743,3795,3036,3131,l-snow,n,y,0,1.0
S,4862,10,6,207013,69, cc,2,n,sweden,pitched,10,c,146980,12249,12249,12126,9677,fine,n,n,1,1.0
VS,4863,11,8,76633,36, d,1,n,denmark,pitched,10,c,68970,5748,4598,4196,4541,l-snow,y,y,0,1.0
S,4864,6,4,190764,59, ddd,1,n,sweden,flat,10,c,103013,8585,8585,7040,6525,fine,y,n,1,1.0
VS,4865,3,1,91630,9, c,1,n,sweden,flat,10,c,53146,4429,4429,3942,3765,fine,y,y,1,0.9999999
S,4866,8,4,211774,88, c,2,n,uk,pitched,10,b,144007,12001,9601,10081,11881,l-rain,y,y,0,1.0
VS,4867,15,8,65651,61, c,1,n,sweden,pitched,10,c,46613,3885,3885,3535,3147,fine,n,y,1,1.0
S,4868,14,2,226745,8, b,2,n,norway,flat,10,c,163257,13605,6803,8299,11020,rain,y,y,0,1.0
VS,4869,10,3,62734,74, b,1,n,denmark,flat,10,c,31995,2667,2133,2533,1893,l-snow,y,n,1,0.6379053
S,4870,9,6,235610,38, dd,2,n,denmark,flat,10,c,219118,18260,14608,13513,18078,l-snow,n,n,0,1.0
VS,4871,19,16,90105,42, b,1,n,sweden,flat,10,c,48657,4055,4055,3406,2798,fine,n,y,1,0.9999908
S,4872,12,3,180481,52, cc,1,n,norway,pitched,10,c,97460,8122,4061,7148,7472,rain,n,n,0,1.0
VS,4873,7,3,62539,84, d,1,n,finland,flat,10,b,53159,4430,3544,3766,3854,l-snow,y,n,0,1.0
S,4874,13,2,169096,19, d,1,n,sweden,flat,10,c,101458,8455,8455,6257,8033,fine,y,n,0,1.0
VS,4875,17,5,83636,88, c,1,n,finland,pitched,10,c,71927,5994,4796,3597,4856,l-snow,y,n,0,1.0
S,4876,18,17,120742,15, b,1,n,finland,flat,10,b,119535,9962,7969,6874,8368,l-snow,y,n,0,1.0
VS,4877,5,3,87541,38, b,1,n,sweden,flat,10,c,48148,4013,4013,3291,3331,fine,n,y,1,0.96305937
S,4878,11,5,139355,25, b,1,n,sweden,pitched,10,b,75252,6271,6271,4829,5582,fine,y,y,1,0.99999917
VS,4879,17,17,81049,72, c,1,n,uk,flat,10,c,67271,5606,4485,4373,4822,l-rain,n,y,0,1.0
S,4880,6,2,113609,17, ccc,1,n,sweden,flat,10,c,61349,5113,5113,4857,3630,fine,n,n,1,1.0
VS,4881,12,2,51462,5, dd,1,n,finland,flat,10,c,45802,3817,3054,2901,3054,l-snow,y,y,0,1.0
S,4882,7,0,131925,40, cc,1,n,sweden,pitched,10,b,77836,6487,6487,6422,4346,fine,y,y,1,1.0
VS,4883,17,5,67856,38, dd,1,n,norway,pitched,10,c,43428,3619,1810,3547,2932,rain,n,y,0,1.0
S,4884,14,4,218319,13, b,2,n,norway,flat,10,a,183388,15283,7642,11309,9934,rain,n,y,0,1.0
VS,4885,4,4,83467,46, b,1,n,uk,pitched,10,c,79294,6608,5287,4494,4031,l-rain,n,y,0,1.0
S,4886,5,5,207135,15, c,2,n,sweden,pitched,10,c,120139,10012,10012,9311,8610,fine,y,y,1,1.0
VS,4887,15,2,53525,68, c,1,n,sweden,pitched,10,c,34792,2900,2900,2001,1914,fine,y,y,1,0.99999154
S,4888,12,12,134358,94, ccc,1,n,sweden,flat,10,c,76585,6383,6383,4723,5680,fine,y,y,0,1.0
VS,4889,19,0,96197,26, dd,1,n,norway,flat,10,b,51947,4329,2165,3940,3117,rain,y,n,0,1.0
S,4890,18,1,139191,72, c,1,n,finland,pitched,10,b,80731,6728,5383,4441,6055,l-snow,n,y,0,1.0
VS,4891,13,13,92546,76, b,1,n,sweden,flat,10,c,83292,6941,6941,6664,6872,fine,y,y,1,1.0
S,4892,9,1,242938,96, dd,2,n,denmark,pitched,10,c,179775,14982,11985,12435,14083,l-snow,y,y,0,1.0
VS,4893,15,14,68422,93, ccc,1,n,finland,flat,10,c,35580,2965,2372,1779,2432,l-snow,n,y,0,1.0
S,4894,19,13,111312,50, c,1,n,finland,flat,10,c,109086,9091,7273,6455,9091,l-snow,y,y,0,1.0
VS,4895,7,1,56839,17, dd,1,n,sweden,flat,10,c,51724,4311,4311,3233,3707,fine,n,y,0,0.9994293
S,4896,16,5,131442,75, dd,1,n,finland,pitched,10,c,73608,6134,4908,4233,5153,l-snow,n,y,0,1.0
VS,4897,14,1,86072,13, d,1,n,denmark,flat,10,c,51644,4304,3443,3529,3616,l-snow,y,n,0,1.0
S,4898,7,7,220146,41, b,2,n,norway,pitched,10,b,154103,12842,6421,9118,7706,rain,n,y,0,1.0
VS,4899,18,5,74455,29, ddd,1,n,denmark,pitched,10,c,45418,3785,3028,2498,3785,l-snow,n,y,0,1.0
S,4900,19,10,178147,17, cc,1,n,uk,flat,10,c,114015,9502,7601,6841,9502,l-rain,y,y,0,1.0
VS,4901,14,9,63617,88, c,1,n,denmark,flat,10,c,31809,2651,2121,1936,1856,l-snow,y,y,0,1.0
S,4902,5,1,111427,25, dd,1,n,norway,pitched,10,b,59057,4922,2461,4036,3692,rain,n,y,0,1.0
VS,4903,6,0,64898,79, dd,1,n,uk,pitched,10,c,55813,4652,3721,2884,4559,l-rain,y,y,0,1.0
S,4904,7,2,168132,81, dd,1,n,denmark,pitched,10,c,161407,13451,10761,11971,9416,l-snow,n,n,0,1.0
VS,4905,4,3,74768,99, cc,1,n,sweden,pitched,10,a,68039,5670,5670,5444,4650,fine,y,n,1,1.0
S,4906,20,15,110987,100, c,1,n,norway,pitched,10,b,103218,8602,4301,6882,6108,rain,n,n,0,1.0
VS,4907,18,8,61982,19, ddd,1,n,sweden,pitched,10,b,45247,3771,3771,2979,3017,fine,y,y,0,1.0
S,4908,17,14,225083,61, dd,2,n,uk,flat,10,c,121545,10129,8103,6989,9218,l-rain,n,n,0,1.0
VS,4909,10,7,83174,10, ccc,1,n,finland,flat,10,a,70698,5892,4714,4537,3771,l-snow,y,y,0,1.0
S,4910,13,8,249046,29, cc,2,n,finland,pitched,10,a,189275,15773,12619,14669,15616,l-snow,n,y,1,0.99999976
VS,4911,15,9,77395,79, dd,1,n,uk,pitched,10,c,69656,5805,4644,3948,4412,l-rain,n,y,0,1.0
S,4912,7,2,212238,72, ccc,2,n,norway,flat,10,c,127343,10612,5306,6792,10082,rain,y,y,0,1.0
VS,4913,20,9,96355,87, d,1,n,uk,pitched,10,c,57813,4818,3855,3373,3325,l-rain,n,y,0,1.0
S,4914,12,2,199830,84, dd,1,n,finland,flat,10,b,185842,15487,12390,11151,12855,l-snow,y,y,0,1.0
VS,4915,8,4,90855,8, cc,1,n,denmark,pitched,10,b,65416,5452,4362,4143,4362,l-snow,y,n,0,1.0
S,4916,15,0,195521,13, b,1,n,uk,flat,10,b,113403,9451,7561,9167,7561,l-rain,n,y,0,1.0
VS,4917,15,12,71873,77, ccc,1,n,denmark,flat,10,b,68280,5690,4552,5235,5121,l-snow,y,y,0,1.0
S,4918,20,18,232800,8, dd,2,n,finland,pitched,10,c,123384,10282,8226,9871,8329,l-snow,y,y,0,0.9999596
VS,4919,19,15,57228,68, d,1,n,denmark,pitched,10,c,42349,3530,2824,2118,2859,l-snow,y,y,0,1.0
S,4920,13,8,172879,7, c,1,n,uk,pitched,10,c,146948,12246,9797,11511,9430,l-rain,n,n,1,1.0
VS,4921,4,3,66652,35, dd,1,n,uk,flat,10,c,62653,5222,4177,4021,3133,l-rain,y,n,0,1.0
S,4922,13,2,136747,91, b,1,n,uk,pitched,10,b,113501,9459,7567,6148,7662,l-rain,n,y,0,1.0
VS,4923,10,1,68876,93, d,1,n,uk,flat,10,c,51657,4305,3444,3014,2971,l-rain,n,y,0,1.0
S,4924,13,11,142959,29, c,1,n,denmark,flat,10,b,74339,6195,4956,4833,4585,l-snow,y,n,0,1.0
VS,4925,3,1,90315,5, b,1,n,finland,flat,10,a,88509,7376,5901,6712,5311,l-snow,n,n,0,1.0
S,4926,20,19,243044,94, cc,2,n,norway,pitched,10,b,223601,18634,9317,11367,13230,rain,y,y,0,1.0
VS,4927,15,13,74689,52, ddd,1,n,uk,pitched,10,c,45561,3797,3038,2316,3683,l-rain,y,n,0,1.0
S,4928,8,4,219312,64, ccc,2,n,norway,flat,10,a,135974,11332,5666,7932,9292,rain,y,y,0,1.0
VS,4929,17,7,63204,54, b,1,n,denmark,pitched,10,a,58780,4899,3919,4752,4164,l-snow,y,y,0,0.99992156
S,4930,10,5,102512,60, ccc,1,n,finland,pitched,10,c,98412,8201,6561,6643,6561,l-snow,y,y,0,1.0
VS,4931,18,11,87202,13, b,1,n,finland,flat,10,b,70634,5887,4709,3591,4533,l-snow,y,y,0,1.0
S,4932,9,3,246225,22, ddd,2,n,finland,pitched,10,a,150198,12517,10014,9388,9513,l-snow,y,y,0,1.0
VS,4933,17,7,76206,61, cc,1,n,finland,pitched,10,b,46486,3874,3100,3254,3681,l-snow,n,n,0,1.0
S,4934,6,4,241700,9, c,2,n,norway,flat,10,a,210279,17524,8762,13844,16122,rain,y,n,0,1.0
VS,4935,5,4,73049,33, ccc,1,n,uk,flat,10,c,37986,3166,2533,1931,2881,l-rain,y,y,0,1.0
